(赛后刘国梁的讲话，挺长的，我听了两遍，刘国粱用朴实，筒单的语言，讲出了中国乒乓球隊—这支英雄的集体的团结，互助，顽强，奋斗，为国争光的精神。他们是个有血性的集体；一个勇于牺性的集体，我为之感动，为之动容，我要为他们点一万个赞！ 可这之有功集体的当家人，国家体总的某个领导确要架空他，动机何在，后边还有什么黑幕，这不是十三道,(刘国梁,2017-06-26),1)
(赛后刘国梁的讲话，挺长的，我听了两遍，刘国粱用朴实，筒单的语言，讲出了中国乒乓球隊—这支英雄的集体的团结，互助，顽强，奋斗，为国争光的精神。他们是个有血性的集体；一个勇于牺性的集体，我为之感动，为之动容，我要为他们点一万个赞！ 可这之有功集体的当家人，国家体总的某个领导确要架空他，动机何在，后边还有什么黑幕，这是十三道金牌调岳飞阴重演吗？,(刘国梁,2017-06-26),1)
(赛后刘国梁的讲话，挺长的，我听了两遍，刘国粱用朴实，筒单的语言，讲出了中国乒乓球隊—这支英雄的集体的团结，互助，顽强，奋斗，为国争光的精神。他们是个有血性的集体；一个勇于牺性的集体，我为之感动，为之动容，我要为他们点一万个赞！,(刘国梁,2017-06-26),1)
(我也大声大声疾呼，力挺刘国梁，体总，不要害了我们的国球！,(刘国梁,2017-06-26),1)
(为刘国梁发声的明星,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(无心再战，只想刘国梁,(刘国梁,2017-06-26),1)
(刘国梁出了什么事,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(困扰着两天了，下午翻了半天新闻，也找不到真正的原因。。。，圈里有人知道为啥刘国梁要被撤职吗？！！这件事情好像越来越大了……国乒众将赌上职业生涯集体造反，一切全都为了他！……一个不懂球的胖子,(刘国梁,2017-06-26),1)
(有人知道为啥刘国梁要被撤职吗？！！……国乒众将赌上职业身涯集体造反，一切全都为了他！,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(困扰着两天了，下午翻了半天新闻，也找不到真正的原因。。。，圈里有人知道为啥刘国梁要被撤职吗？！！这件事情与孔令辉事件一样，感觉好突然啊……现在国乒众将赌上职业生涯集体造反，一切全都为了他！……一个不懂球的胖子,(刘国梁,2017-06-26),1)
(96年刘国梁战胜谁获得奥运冠军,(刘国梁,2017-06-26),1)
